Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
21-SEP-2026,GAJA,Gaja Alt Asset Mgt Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,888213,162.34,-
21-SEP-2026,GCSL,Gretex Corporate Services,L7 HITECH PRIVATE LIMITED,BUY,25000,634.95,-
21-SEP-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,223425,634.08,-
21-SEP-2026,GCSL,Gretex Corporate Services,KURJIBHAI PREMJIBHAI RUPARELIYA,BUY,825000,636.58,-
21-SEP-2026,GCSL,Gretex Corporate Services,HRTI PRIVATE LIMITED,BUY,172039,636.38,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,1757802,284.08,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,2661303,279.06,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,GRT STRATEGIC VENTURES LLP,BUY,551561,283.74,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,IMC INDIA SECURITIES PRIVATE LIMITED,BUY,506117,282.72,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,QE SECURITIES LLP,BUY,2049892,277.92,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MATHISYS QUANTCAP LLP,BUY,906620,278.34,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ARUN GODAWAT,BUY,1244700,282.08,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,SUNNY GAMBHIR,BUY,502381,277.16,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,2541083,278.71,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,1612840,280.61,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,PLUTUS WEALTH MANAGEMENT LLP,BUY,3978937,280.77,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,1855613,279.51,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,BLITZQUANT RESEARCH LLP,BUY,877356,286.07,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MUSIGMA SECURITIES,BUY,468781,281.03,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,1258374,278.80,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,1682970,279.98,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,GOLDMINE STOCKS PRIVATE LIMITED,BUY,575052,279.68,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,SMC GLOBAL SECURITIES LIMITED,BUY,574060,282.81,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,IRAGE BROKING SERVICES LLP,BUY,908252,284.16,-
21-SEP-2026,JASH,Jash Engineering Limited,CLT RESEARCH TECH PRIVATE LTD,BUY,327312,582.18,-
21-SEP-2026,JASH,Jash Engineering Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,390466,582.80,-
21-SEP-2026,JASH,Jash Engineering Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,618491,581.71,-
21-SEP-2026,JASH,Jash Engineering Limited,QE SECURITIES LLP,BUY,469501,581.56,-
21-SEP-2026,JASH,Jash Engineering Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,537198,580.91,-
21-SEP-2026,JASH,Jash Engineering Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,345714,577.70,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,400245,852.52,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,495518,830.41,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,PLUTUS WEALTH MANAGEMENT LLP,BUY,603039,833.22,-
21-SEP-2026,KROSS,Kross Limited,QE SECURITIES LLP,BUY,323517,256.54,-
21-SEP-2026,KSHITIJPOL,Kshitij Polyline Limited,SATISH MEJIYATAR,BUY,1485278,4.40,-
21-SEP-2026,MANIKA,Manika Plastech Limited,BHARAT VALUE FUND-SERIES III,BUY,1860465,43.00,-
21-SEP-2026,MANIKA,Manika Plastech Limited,EQUISM CAPITAL PRIVATE  LIMITED,BUY,970214,42.31,-
21-SEP-2026,MOS,Mos Utility Limited,SB OPPORTUNITIES FUND I,BUY,3936000,6.05,-
21-SEP-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,6299822,18.13,-
21-SEP-2026,MPEL-RE,Manas Poly n Energ Ltd,KAMAL JAGDISH GUPTA,BUY,601600,1.95,-
21-SEP-2026,MPEL-RE,Manas Poly n Energ Ltd,SONAL KAMAL GUPTA,BUY,601600,1.95,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,167954,893.16,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,QE SECURITIES LLP,BUY,148362,868.35,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,HRTI PRIVATE LIMITED,BUY,343642,869.76,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,194479,881.26,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,150348,874.87,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,PLUTUS WEALTH MANAGEMENT LLP,BUY,166953,869.88,-
21-SEP-2026,PRESSTONIC,Presstonic Engineering L,SHAH DIPAK KANAYALAL,BUY,83200,35.37,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,215241,558.94,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,355881,561.82,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,QE SECURITIES LLP,BUY,290612,556.98,-
21-SEP-2026,QUALIANCE,Qualiance International L,NEO APEX SHARE BROKING SERVICES LLP,BUY,267000,182.75,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,BUY,1842410,320.99,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,JAINAM BROKING LIMITED,BUY,502000,326.93,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,624466,327.02,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,QE SECURITIES LLP,BUY,921898,326.65,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,MICROCURVES TRADING PRIVATE LIMITED,BUY,756291,329.35,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,BUY,972633,330.20,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,SIDDHISURI FINVEST PRIVATE LIMITED,BUY,500000,334.50,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,435840,325.39,-
21-SEP-2026,RAYMOND,Raymond Ltd.,HRTI PRIVATE LIMITED,BUY,597182,1044.30,-
21-SEP-2026,RENTOMOJO,Rentomojo Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,599882,531.63,-
21-SEP-2026,RENTOMOJO,Rentomojo Limited,PLUTUS WEALTH MANAGEMENT LLP,BUY,625951,527.87,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,2852888,155.99,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,QE SECURITIES LLP,BUY,2723091,154.79,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,2841445,155.95,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,1513398,156.92,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,MUSIGMA SECURITIES,BUY,1500292,155.72,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,HRTI PRIVATE LIMITED,BUY,1331989,154.54,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,1603555,132.13,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,HRTI PRIVATE LIMITED,BUY,946127,130.63,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,QE SECURITIES LLP,BUY,2081872,131.21,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,PLUTUS WEALTH MANAGEMENT LLP,BUY,1257101,130.92,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,HRTI PRIVATE LIMITED,BUY,206115,405.81,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,TRADE SOLVENT PRIVATE LIMITED,BUY,240000,422.00,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,DILIP R DOSHI,BUY,300000,420.00,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,ARIHANT CAPITAL MARKETS LIMITED,BUY,942057,397.46,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,NIRMALKUMAR PAREEK,BUY,25000,409.33,-
21-SEP-2026,UCL,Ushanti Colour Chem Ltd,SERA INVESTMENTS & FINANCE INDIA LIMITED,BUY,130000,225.90,-
21-SEP-2026,VEEGALAND,Veegaland Developers Ltd,NEO APEX SHARE BROKING SERVICES LLP,BUY,4,142.90,-
21-SEP-2026,AGIIL,Agi Infra Limited,ARIHANT CAPITAL MARKETS LIMITED,SELL,694811,272.14,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,5192112,25.22,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,PLUTUS WEALTH MANAGEMENT LLP,SELL,3275093,25.00,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,QE SECURITIES LLP,SELL,4887876,24.76,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,4668109,25.64,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,7812199,25.11,-
21-SEP-2026,AHCL,Anlon Healthcare Limited,HRTI PRIVATE LIMITED,SELL,7312743,25.31,-
21-SEP-2026,ANURAS,Anupam Rasayan India Ltd,ASHAPURA COMMODITIES,SELL,1502130,1165.16,-
21-SEP-2026,ARIS,Arisinfra Solutions Ltd,VAIBHAV RAJENDRA DOSHI,SELL,475638,137.87,-
21-SEP-2026,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,SELL,1000500,14.20,-
21-SEP-2026,ATALREAL,Atal Realtech Limited,QE SECURITIES LLP,SELL,1436753,14.00,-
21-SEP-2026,ATALREAL,Atal Realtech Limited,HRTI PRIVATE LIMITED,SELL,1144016,14.07,-
21-SEP-2026,ATALREAL,Atal Realtech Limited,JAGID VANITABEN RAJENDRAPRASAD,SELL,1936819,14.06,-
21-SEP-2026,AUTOIND,Autoline Industries Limit,AAYUSHMAN RAJESH NUWAL,SELL,369474,83.14,-
21-SEP-2026,COMSYN,Commercial Syn Bags Ltd,NIRMALKUMAR PAREEK,SELL,317498,302.03,-
21-SEP-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,272113,303.74,-
21-SEP-2026,COMSYN,Commercial Syn Bags Ltd,NIRAJ RAJNIKANT SHAH,SELL,415000,301.03,-
21-SEP-2026,CPCAP,CP Capital Limited,PRUDENT EQUITY PRIVATE LIMITED,SELL,111649,149.09,-
21-SEP-2026,CROWN,Crown Lifters Ltd,ALPA WEALTH CREATOR,SELL,63000,119.10,-
21-SEP-2026,DHTL,Docmode Health Tech Ltd,GOUTHAMCHANDSIMPAL,SELL,60800,26.60,-
21-SEP-2026,DHTL,Docmode Health Tech Ltd,RAMESH JAIN HUF,SELL,100800,26.66,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,1000000,55.70,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,URJA  INVESTMENT PTE LTD,SELL,1547568,59.02,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,QE SECURITIES LLP,SELL,1478424,59.64,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,1241175,63.44,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,ASHUTOSH DHIRENDRAKUMAR MANIAR,SELL,877045,61.84,-
21-SEP-2026,FEDDERSHOL,Fedders Holding Ltd.,HJS SECURITIES PRIVATE LIMITED,SELL,1214457,59.26,-
21-SEP-2026,GAJA,Gaja Alt Asset Mgt Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,888213,162.48,-
21-SEP-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,349641,635.94,-
21-SEP-2026,GCSL,Gretex Corporate Services,HRTI PRIVATE LIMITED,SELL,44440,633.85,-
21-SEP-2026,GCSL,Gretex Corporate Services,SIDDHISURI FINVEST PRIVATE LIMITED,SELL,125000,635.01,-
21-SEP-2026,GCSL,Gretex Corporate Services,L7 HITECH PRIVATE LIMITED,SELL,197700,635.77,-
21-SEP-2026,GCSL,Gretex Corporate Services,ACE INDUSTRIES ( INDIA ) PRIVATE LIMITED,SELL,130000,637.00,-
21-SEP-2026,GCSL,Gretex Corporate Services,SUMAN KUMAR SARAF,SELL,332001,637.14,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,BLITZQUANT RESEARCH LLP,SELL,877356,286.21,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,IMC INDIA SECURITIES PRIVATE LIMITED,SELL,506088,281.85,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,QE SECURITIES LLP,SELL,2107328,279.27,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,GOLDMINE STOCKS PRIVATE LIMITED,SELL,575052,279.58,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,1682970,280.64,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,1256374,278.92,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MUSIGMA SECURITIES,SELL,468781,281.22,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,1757802,284.25,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,2661303,279.20,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,GRT STRATEGIC VENTURES LLP,SELL,551561,283.85,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,IRAGE BROKING SERVICES LLP,SELL,1092273,284.84,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,1855613,279.59,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,PLUTUS WEALTH MANAGEMENT LLP,SELL,3978937,280.90,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,1625109,280.85,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,2541083,279.55,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,SUNNY GAMBHIR,SELL,434782,276.83,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,ARUN GODAWAT,SELL,1244700,279.15,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,MATHISYS QUANTCAP LLP,SELL,923156,279.03,-
21-SEP-2026,GLASSWALL,Glass Wall System (I) Ltd,SMC GLOBAL SECURITIES LIMITED,SELL,574060,283.05,-
21-SEP-2026,JASH,Jash Engineering Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,538203,581.47,-
21-SEP-2026,JASH,Jash Engineering Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,618491,582.17,-
21-SEP-2026,JASH,Jash Engineering Limited,QE SECURITIES LLP,SELL,462164,577.79,-
21-SEP-2026,JASH,Jash Engineering Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,390466,583.11,-
21-SEP-2026,JASH,Jash Engineering Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,345714,577.99,-
21-SEP-2026,JASH,Jash Engineering Limited,CLT RESEARCH TECH PRIVATE LTD,SELL,327312,582.67,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,400245,812.62,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,PLUTUS WEALTH MANAGEMENT LLP,SELL,603039,833.62,-
21-SEP-2026,KANOHAR,Kanohar Electricals Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,495518,831.03,-
21-SEP-2026,KROSS,Kross Limited,QE SECURITIES LLP,SELL,326381,255.68,-
21-SEP-2026,KSHITIJPOL,Kshitij Polyline Limited,SATISH MEJIYATAR,SELL,2101283,4.41,-
21-SEP-2026,LENSKART,Lenskart Solutions Ltd,PLATINUM JASMINE A 2018 TRUST,SELL,35000000,683.02,-
21-SEP-2026,MANIKA,Manika Plastech Limited,RAJASTHAN GLOBAL SECURITIES PVT LTD,SELL,1831383,43.00,-
21-SEP-2026,MANIKA,Manika Plastech Limited,GOLDMAN SACHS (SINGAPORE) PTE,SELL,600135,40.86,-
21-SEP-2026,MANIKA,Manika Plastech Limited,VBCUBE VENTURES FUND II,SELL,872221,43.00,-
21-SEP-2026,MAZDA,Mazda Limited,CROLL REYNOLDS INTERNATIONAL INC,SELL,112884,256.58,-
21-SEP-2026,MOS,Mos Utility Limited,ASHOK INVESTORS TRUST LIMITED,SELL,6352000,6.05,-
21-SEP-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,4409531,18.20,-
21-SEP-2026,MPEL-RE,Manas Poly n Energ Ltd,VINEET BHADAURIA,SELL,1126400,1.95,-
21-SEP-2026,MPEL-RE,Manas Poly n Energ Ltd,NEHA ROHAN RAMTEKE,SELL,147200,1.95,-
21-SEP-2026,MPEL-RE,Manas Poly n Energ Ltd,ARUN GAHLOT,SELL,147200,1.95,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,193640,874.62,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,HRTI PRIVATE LIMITED,SELL,359110,870.42,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,108954,885.41,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,151257,875.52,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,QE SECURITIES LLP,SELL,149988,865.60,-
21-SEP-2026,MVELECTRO,MV Electrosystems Limited,PLUTUS WEALTH MANAGEMENT LLP,SELL,166953,870.10,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,227708,560.57,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,355937,562.12,-
21-SEP-2026,PROTEAN,Protean eGov Techno Ltd,QE SECURITIES LLP,SELL,307396,559.47,-
21-SEP-2026,QUALIANCE,Qualiance International L,NEO APEX SHARE BROKING SERVICES LLP,SELL,26000,182.75,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,624466,328.39,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,JAINAM BROKING LIMITED,SELL,553000,333.74,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,SELL,922317,325.74,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,MICROCURVES TRADING PRIVATE LIMITED,SELL,756291,329.51,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,QE SECURITIES LLP,SELL,966571,325.69,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,435980,325.44,-
21-SEP-2026,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,SELL,1635586,330.33,-
21-SEP-2026,RAYMOND,Raymond Ltd.,HRTI PRIVATE LIMITED,SELL,558522,1044.75,-
21-SEP-2026,RENTOMOJO,Rentomojo Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,599882,525.54,-
21-SEP-2026,RENTOMOJO,Rentomojo Limited,PLUTUS WEALTH MANAGEMENT LLP,SELL,625951,527.99,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,HRTI PRIVATE LIMITED,SELL,1646599,155.40,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,QE SECURITIES LLP,SELL,2743321,155.80,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,2841445,156.20,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,1513398,156.99,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,MUSIGMA SECURITIES,SELL,1499828,155.76,-
21-SEP-2026,SAMBHV,Sambhv Steel Tubes Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,2852888,156.05,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,QE SECURITIES LLP,SELL,2167495,130.20,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,PLUTUS WEALTH MANAGEMENT LLP,SELL,1257101,131.01,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,1603555,131.28,-
21-SEP-2026,SKYWAYS,Skyways Air Services Ltd,HRTI PRIVATE LIMITED,SELL,844367,131.08,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,NIRMALKUMAR PAREEK,SELL,170000,392.93,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,UNI GROWTH FUND,SELL,277775,390.00,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,ARIHANT CAPITAL MARKETS LIMITED,SELL,1147235,415.56,-
21-SEP-2026,SUNSHINE,Sunshine Pictures Limited,HRTI PRIVATE LIMITED,SELL,140027,406.55,-
21-SEP-2026,TECHD,TechD Cybersecurity Ltd,PCG FINVEST PRIVATE LIMITED,SELL,51300,547.61,-
21-SEP-2026,UCL,Ushanti Colour Chem Ltd,SARVAD INFRABUILD LLP,SELL,186000,225.90,-
21-SEP-2026,VEEGALAND,Veegaland Developers Ltd,NEO APEX SHARE BROKING SERVICES LLP,SELL,300004,138.99,-
